Common_RowID,SMILES_Solvent,y_true,learner,feature_layer,seed,Solvent
29459,C1CCCCC1,-3.0746761122497603,XGBoost,CAT-Solv-47,42,Cyclohexane
29460,C1CCCCC1,-2.991020731986366,XGBoost,CAT-Solv-47,42,Cyclohexane
29461,C1CCCCC1,-2.902279764398491,XGBoost,CAT-Solv-47,42,Cyclohexane
29462,C1CCCCC1,-2.8268405220705892,XGBoost,CAT-Solv-47,42,Cyclohexane
29463,C1CCCCC1,-2.7477341653518,XGBoost,CAT-Solv-47,42,Cyclohexane
29464,C1CCCCC1,-2.6723925953640135,XGBoost,CAT-Solv-47,42,Cyclohexane
29765,C1CCCCC1,-2.0539285466083412,XGBoost,CAT-Solv-47,42,Cyclohexane
29766,C1CCCCC1,-1.8614212619391055,XGBoost,CAT-Solv-47,42,Cyclohexane
29767,C1CCCCC1,-1.6969559785300457,XGBoost,CAT-Solv-47,42,Cyclohexane
29768,C1CCCCC1,-1.542979733391589,XGBoost,CAT-Solv-47,42,Cyclohexane
29769,C1CCCCC1,-1.3859291972075063,XGBoost,CAT-Solv-47,42,Cyclohexane
29770,C1CCCCC1,-1.2541984627210294,XGBoost,CAT-Solv-47,42,Cyclohexane
29945,CN1CCCC1=O,-2.0857973584648173,XGBoost,CAT-Solv-47,42,NMP
29946,CN1CCCC1=O,-2.0170216022444105,XGBoost,CAT-Solv-47,42,NMP
29947,CN1CCCC1=O,-1.9674188239115344,XGBoost,CAT-Solv-47,42,NMP
29948,CN1CCCC1=O,-1.898555697523069,XGBoost,CAT-Solv-47,42,NMP
29949,CN1CCCC1=O,-1.8337418004273136,XGBoost,CAT-Solv-47,42,NMP
29950,CN1CCCC1=O,-1.7765130923816552,XGBoost,CAT-Solv-47,42,NMP
29951,CN1CCCC1=O,-1.7154999647278708,XGBoost,CAT-Solv-47,42,NMP
29952,CN1CCCC1=O,-1.657847716024519,XGBoost,CAT-Solv-47,42,NMP
29953,CN1CCCC1=O,-1.591052169407028,XGBoost,CAT-Solv-47,42,NMP
29954,CN1CCCC1=O,-1.506297475123343,XGBoost,CAT-Solv-47,42,NMP
29955,CN1CCCC1=O,-1.4237380268681636,XGBoost,CAT-Solv-47,42,NMP
29967,CS(C)=O,-1.5700696056524417,XGBoost,CAT-Solv-47,42,DMSO
29968,CS(C)=O,-1.5078742102236138,XGBoost,CAT-Solv-47,42,DMSO
29969,CS(C)=O,-1.4370992136541352,XGBoost,CAT-Solv-47,42,DMSO
29970,CS(C)=O,-1.3747452861848664,XGBoost,CAT-Solv-47,42,DMSO
29971,CS(C)=O,-1.3039236548399884,XGBoost,CAT-Solv-47,42,DMSO
29972,CS(C)=O,-1.237312627068529,XGBoost,CAT-Solv-47,42,DMSO
29973,CS(C)=O,-1.1792997220338923,XGBoost,CAT-Solv-47,42,DMSO
29974,CS(C)=O,-1.124144609925213,XGBoost,CAT-Solv-47,42,DMSO
29975,CS(C)=O,-1.0674274511655293,XGBoost,CAT-Solv-47,42,DMSO
30047,CS(C)=O,-0.8811190288781761,XGBoost,CAT-Solv-47,42,DMSO
30048,CS(C)=O,-0.8122511668382647,XGBoost,CAT-Solv-47,42,DMSO
30049,CS(C)=O,-0.7704177889946923,XGBoost,CAT-Solv-47,42,DMSO
30050,CS(C)=O,-0.7103478024450801,XGBoost,CAT-Solv-47,42,DMSO
30051,CS(C)=O,-0.6573142064118376,XGBoost,CAT-Solv-47,42,DMSO
30052,CS(C)=O,-0.6092794043113448,XGBoost,CAT-Solv-47,42,DMSO
30053,CS(C)=O,-0.5658166699104603,XGBoost,CAT-Solv-47,42,DMSO
30162,CN1CCCC1=O,-0.4213067680481687,XGBoost,CAT-Solv-47,42,NMP
30163,CN1CCCC1=O,-0.3731983016904958,XGBoost,CAT-Solv-47,42,NMP
30164,CN1CCCC1=O,-0.3238506891346093,XGBoost,CAT-Solv-47,42,NMP
30165,CN1CCCC1=O,-0.2764965676008438,XGBoost,CAT-Solv-47,42,NMP
30166,CN1CCCC1=O,-0.2318675078744955,XGBoost,CAT-Solv-47,42,NMP
30167,CN1CCCC1=O,-0.1907773260065754,XGBoost,CAT-Solv-47,42,NMP
30168,CN1CCCC1=O,-0.1470179822667227,XGBoost,CAT-Solv-47,42,NMP
30169,CN1CCCC1=O,-0.1077907158088884,XGBoost,CAT-Solv-47,42,NMP
30170,CN1CCCC1=O,-0.0701349664960014,XGBoost,CAT-Solv-47,42,NMP
30171,CN1CCCC1=O,-0.0312369935967144,XGBoost,CAT-Solv-47,42,NMP
30181,OCCO,-2.638335791830814,XGBoost,CAT-Solv-47,42,Ethylene glycol
30182,OCCO,-2.510569289149347,XGBoost,CAT-Solv-47,42,Ethylene glycol
30183,OCCO,-2.3814280961387344,XGBoost,CAT-Solv-47,42,Ethylene glycol
30184,OCCO,-2.2634815451199906,XGBoost,CAT-Solv-47,42,Ethylene glycol
30185,OCCO,-2.147205594988058,XGBoost,CAT-Solv-47,42,Ethylene glycol
30186,OCCO,-2.0402356585964063,XGBoost,CAT-Solv-47,42,Ethylene glycol
30187,OCCO,-1.9396052465396203,XGBoost,CAT-Solv-47,42,Ethylene glycol
30188,OCCO,-1.8432514015621604,XGBoost,CAT-Solv-47,42,Ethylene glycol
30189,OCCO,-1.7490010103528466,XGBoost,CAT-Solv-47,42,Ethylene glycol
30190,OCCO,-1.6558210223374996,XGBoost,CAT-Solv-47,42,Ethylene glycol
30378,CCCOC(C)=O,-1.963260744400331,XGBoost,CAT-Solv-47,42,n-Pr acetate
30379,CCCOC(C)=O,-1.9463524441041504,XGBoost,CAT-Solv-47,42,n-Pr acetate
30380,CCCOC(C)=O,-1.898586343600031,XGBoost,CAT-Solv-47,42,n-Pr acetate
30381,CCCOC(C)=O,-1.7862982061948038,XGBoost,CAT-Solv-47,42,n-Pr acetate
30382,CCCOC(C)=O,-1.6951649473762291,XGBoost,CAT-Solv-47,42,n-Pr acetate
30383,CCCOC(C)=O,-1.60192270388826,XGBoost,CAT-Solv-47,42,n-Pr acetate
30384,CCCOC(C)=O,-1.5135668204602717,XGBoost,CAT-Solv-47,42,n-Pr acetate
30385,CCCOC(C)=O,-1.414678920863367,XGBoost,CAT-Solv-47,42,n-Pr acetate
30386,CCCOC(C)=O,-1.3420362448306105,XGBoost,CAT-Solv-47,42,n-Pr acetate
30640,CCCOC(C)=O,-3.213097165317233,XGBoost,CAT-Solv-47,42,n-Pr acetate
30641,CCCOC(C)=O,-2.928730730645489,XGBoost,CAT-Solv-47,42,n-Pr acetate
30642,CCCOC(C)=O,-2.676495599098557,XGBoost,CAT-Solv-47,42,n-Pr acetate
30643,CCCOC(C)=O,-2.445355575999925,XGBoost,CAT-Solv-47,42,n-Pr acetate
30644,CCCOC(C)=O,-2.244274631830257,XGBoost,CAT-Solv-47,42,n-Pr acetate
30645,CCCOC(C)=O,-2.0613247137643143,XGBoost,CAT-Solv-47,42,n-Pr acetate
30646,CCCOC(C)=O,-1.894012857664388,XGBoost,CAT-Solv-47,42,n-Pr acetate
30647,CCCOC(C)=O,-1.7669903223528125,XGBoost,CAT-Solv-47,42,n-Pr acetate
30648,CCCOC(C)=O,-1.6370260242396548,XGBoost,CAT-Solv-47,42,n-Pr acetate
30784,OCCO,-3.0233300131050584,XGBoost,CAT-Solv-47,42,Ethylene glycol
30785,OCCO,-2.902803203888983,XGBoost,CAT-Solv-47,42,Ethylene glycol
30786,OCCO,-2.7856254652717256,XGBoost,CAT-Solv-47,42,Ethylene glycol
30787,OCCO,-2.6990939861132004,XGBoost,CAT-Solv-47,42,Ethylene glycol
30788,OCCO,-2.603599720960045,XGBoost,CAT-Solv-47,42,Ethylene glycol
31008,CCCOC(C)=O,-1.8278894650333537,XGBoost,CAT-Solv-47,42,n-Pr acetate
31009,CCCOC(C)=O,-1.619558365320804,XGBoost,CAT-Solv-47,42,n-Pr acetate
31010,CCCOC(C)=O,-1.444040281567034,XGBoost,CAT-Solv-47,42,n-Pr acetate
31011,CCCOC(C)=O,-1.2557440581371562,XGBoost,CAT-Solv-47,42,n-Pr acetate
31012,CCCOC(C)=O,-1.0084014139450936,XGBoost,CAT-Solv-47,42,n-Pr acetate
31116,CCCOC(C)=O,-0.9729345905244682,XGBoost,CAT-Solv-47,42,n-Pr acetate
31117,CCCOC(C)=O,-0.8899570011171274,XGBoost,CAT-Solv-47,42,n-Pr acetate
31118,CCCOC(C)=O,-0.8121827086151142,XGBoost,CAT-Solv-47,42,n-Pr acetate
31119,CCCOC(C)=O,-0.7351960556656855,XGBoost,CAT-Solv-47,42,n-Pr acetate
31120,CCCOC(C)=O,-0.6602973661788216,XGBoost,CAT-Solv-47,42,n-Pr acetate
31121,CCCOC(C)=O,-0.5846962402908071,XGBoost,CAT-Solv-47,42,n-Pr acetate
31122,CCCOC(C)=O,-0.4947131700623822,XGBoost,CAT-Solv-47,42,n-Pr acetate
31123,CCCOC(C)=O,-0.4368626590780619,XGBoost,CAT-Solv-47,42,n-Pr acetate
31124,CCCOC(C)=O,-0.3591364861195075,XGBoost,CAT-Solv-47,42,n-Pr acetate
31248,CN1CCCC1=O,-1.2318402948652178,XGBoost,CAT-Solv-47,42,NMP
31249,CN1CCCC1=O,-1.2201723047065458,XGBoost,CAT-Solv-47,42,NMP
31250,CN1CCCC1=O,-1.1994964158867476,XGBoost,CAT-Solv-47,42,NMP
31251,CN1CCCC1=O,-1.1827075878001525,XGBoost,CAT-Solv-47,42,NMP
31252,CN1CCCC1=O,-1.1599610719521232,XGBoost,CAT-Solv-47,42,NMP
31253,CN1CCCC1=O,-1.1490578757096666,XGBoost,CAT-Solv-47,42,NMP
31254,CN1CCCC1=O,-1.1187062742512976,XGBoost,CAT-Solv-47,42,NMP
31255,CN1CCCC1=O,-1.085449502455441,XGBoost,CAT-Solv-47,42,NMP
31256,CN1CCCC1=O,-1.0552016292021296,XGBoost,CAT-Solv-47,42,NMP
31257,CN1CCCC1=O,-1.0340571259457851,XGBoost,CAT-Solv-47,42,NMP
31258,CN1CCCC1=O,-0.9852796193340304,XGBoost,CAT-Solv-47,42,NMP
31259,CN1CCCC1=O,-0.9418898160096282,XGBoost,CAT-Solv-47,42,NMP
31260,CN1CCCC1=O,-0.9053010978680848,XGBoost,CAT-Solv-47,42,NMP
31261,CN1CCCC1=O,-0.8837900720017171,XGBoost,CAT-Solv-47,42,NMP
31262,CN1CCCC1=O,-0.8038655608221765,XGBoost,CAT-Solv-47,42,NMP
31263,CN1CCCC1=O,-0.7871047467863811,XGBoost,CAT-Solv-47,42,NMP
31264,CN1CCCC1=O,-0.7232926202771262,XGBoost,CAT-Solv-47,42,NMP
31265,CN1CCCC1=O,-0.6146548068959594,XGBoost,CAT-Solv-47,42,NMP
31266,CN1CCCC1=O,-0.582792517000279,XGBoost,CAT-Solv-47,42,NMP
31267,CN1CCCC1=O,-0.5416550340649765,XGBoost,CAT-Solv-47,42,NMP
31268,CN1CCCC1=O,-0.5024163801069086,XGBoost,CAT-Solv-47,42,NMP
31269,CN1CCCC1=O,-0.4384879978172679,XGBoost,CAT-Solv-47,42,NMP
31270,CN1CCCC1=O,-0.4165924518080424,XGBoost,CAT-Solv-47,42,NMP
31271,CS(C)=O,-2.0275622254304104,XGBoost,CAT-Solv-47,42,DMSO
31272,CS(C)=O,-1.805158441254348,XGBoost,CAT-Solv-47,42,DMSO
31273,CS(C)=O,-1.606004911423002,XGBoost,CAT-Solv-47,42,DMSO
31274,CS(C)=O,-1.4279427789660375,XGBoost,CAT-Solv-47,42,DMSO
31275,CS(C)=O,-1.1380550833897296,XGBoost,CAT-Solv-47,42,DMSO
31276,CS(C)=O,-1.0092951715620624,XGBoost,CAT-Solv-47,42,DMSO
31277,CS(C)=O,-0.8927995673292632,XGBoost,CAT-Solv-47,42,DMSO
31278,CS(C)=O,-0.8337228843495672,XGBoost,CAT-Solv-47,42,DMSO
31279,CS(C)=O,-0.6793462835057916,XGBoost,CAT-Solv-47,42,DMSO
31280,CS(C)=O,-0.6701984788649915,XGBoost,CAT-Solv-47,42,DMSO
31281,CS(C)=O,-0.5216812215318355,XGBoost,CAT-Solv-47,42,DMSO
31282,CS(C)=O,-0.3272316055963391,XGBoost,CAT-Solv-47,42,DMSO
31283,CS(C)=O,-0.1998446732095062,XGBoost,CAT-Solv-47,42,DMSO
31284,CS(C)=O,-0.0280936094068377,XGBoost,CAT-Solv-47,42,DMSO
31383,CS(C)=O,-0.60383948966906,XGBoost,CAT-Solv-47,42,DMSO
31384,CS(C)=O,-0.5318295260886714,XGBoost,CAT-Solv-47,42,DMSO
31385,CS(C)=O,-0.4111315004867311,XGBoost,CAT-Solv-47,42,DMSO
31386,CS(C)=O,-0.3341734348583635,XGBoost,CAT-Solv-47,42,DMSO
31387,CS(C)=O,-0.2012294879956334,XGBoost,CAT-Solv-47,42,DMSO
31388,CS(C)=O,-0.1369010026749303,XGBoost,CAT-Solv-47,42,DMSO
31389,CS(C)=O,-0.0158338809104672,XGBoost,CAT-Solv-47,42,DMSO
31853,CN1CCCC1=O,-0.4522460823946249,XGBoost,CAT-Solv-47,42,NMP
31854,CN1CCCC1=O,-0.4270291953833233,XGBoost,CAT-Solv-47,42,NMP
31855,CN1CCCC1=O,-0.3965416958674867,XGBoost,CAT-Solv-47,42,NMP
31856,CN1CCCC1=O,-0.3685555948626053,XGBoost,CAT-Solv-47,42,NMP
31857,CN1CCCC1=O,-0.3405074266378903,XGBoost,CAT-Solv-47,42,NMP
31858,CN1CCCC1=O,-0.3371946311785285,XGBoost,CAT-Solv-47,42,NMP
31859,CN1CCCC1=O,-0.3106419444871598,XGBoost,CAT-Solv-47,42,NMP
31860,CN1CCCC1=O,-0.3124172934107671,XGBoost,CAT-Solv-47,42,NMP
31861,CN1CCCC1=O,-0.2844788473505013,XGBoost,CAT-Solv-47,42,NMP
31862,CN1CCCC1=O,-0.286152036587524,XGBoost,CAT-Solv-47,42,NMP
31863,CN1CCCC1=O,-0.2569506832496055,XGBoost,CAT-Solv-47,42,NMP
31864,CN1CCCC1=O,-0.2581687481467877,XGBoost,CAT-Solv-47,42,NMP
31865,CN1CCCC1=O,-0.2333593699695112,XGBoost,CAT-Solv-47,42,NMP
31866,CN1CCCC1=O,-0.2339342001208064,XGBoost,CAT-Solv-47,42,NMP
31867,CN1CCCC1=O,-0.2116077800972391,XGBoost,CAT-Solv-47,42,NMP
31868,CN1CCCC1=O,-0.2094338163165292,XGBoost,CAT-Solv-47,42,NMP
31869,CN1CCCC1=O,-0.1885663137771208,XGBoost,CAT-Solv-47,42,NMP
31870,CN1CCCC1=O,-0.1678884848129793,XGBoost,CAT-Solv-47,42,NMP
31871,CN1CCCC1=O,-0.144948205169563,XGBoost,CAT-Solv-47,42,NMP
31872,CN1CCCC1=O,-0.1209528784210618,XGBoost,CAT-Solv-47,42,NMP
31873,CN1CCCC1=O,-0.0883043824189327,XGBoost,CAT-Solv-47,42,NMP
31874,CN1CCCC1=O,-0.067580746238739,XGBoost,CAT-Solv-47,42,NMP
31875,CN1CCCC1=O,-0.0494940770671967,XGBoost,CAT-Solv-47,42,NMP
31886,CS(C)=O,-0.6218483795782919,XGBoost,CAT-Solv-47,42,DMSO
31887,CS(C)=O,-0.5779450139513437,XGBoost,CAT-Solv-47,42,DMSO
31888,CS(C)=O,-0.5387058206595934,XGBoost,CAT-Solv-47,42,DMSO
31889,CS(C)=O,-0.5108845934440264,XGBoost,CAT-Solv-47,42,DMSO
31890,CS(C)=O,-0.471105509619058,XGBoost,CAT-Solv-47,42,DMSO
31891,CS(C)=O,-0.4359754779432975,XGBoost,CAT-Solv-47,42,DMSO
31892,CS(C)=O,-0.40214487926199,XGBoost,CAT-Solv-47,42,DMSO
31893,CS(C)=O,-0.3736901462940882,XGBoost,CAT-Solv-47,42,DMSO
31894,CS(C)=O,-0.344128145607125,XGBoost,CAT-Solv-47,42,DMSO
31895,CS(C)=O,-0.3175462782727327,XGBoost,CAT-Solv-47,42,DMSO
31896,CS(C)=O,-0.2902697779223517,XGBoost,CAT-Solv-47,42,DMSO
31897,CS(C)=O,-0.2630044127526689,XGBoost,CAT-Solv-47,42,DMSO
31898,CS(C)=O,-0.241054755018965,XGBoost,CAT-Solv-47,42,DMSO
32324,C1CCCCC1,-4.908590793087256,XGBoost,CAT-Solv-47,42,Cyclohexane
32325,C1CCCCC1,-4.78553448744238,XGBoost,CAT-Solv-47,42,Cyclohexane
32326,C1CCCCC1,-4.708928904865915,XGBoost,CAT-Solv-47,42,Cyclohexane
32327,C1CCCCC1,-4.635815932757413,XGBoost,CAT-Solv-47,42,Cyclohexane
32328,C1CCCCC1,-4.545028879986931,XGBoost,CAT-Solv-47,42,Cyclohexane
32329,C1CCCCC1,-4.48275576974469,XGBoost,CAT-Solv-47,42,Cyclohexane
32330,C1CCCCC1,-4.377111618253084,XGBoost,CAT-Solv-47,42,Cyclohexane
32331,C1CCCCC1,-4.289370616897209,XGBoost,CAT-Solv-47,42,Cyclohexane
32604,CS(C)=O,-0.6228085055907078,XGBoost,CAT-Solv-47,42,DMSO
32605,CS(C)=O,-0.514456857924893,XGBoost,CAT-Solv-47,42,DMSO
32606,CS(C)=O,-0.4814139278947287,XGBoost,CAT-Solv-47,42,DMSO
32607,CS(C)=O,-0.42418672528759,XGBoost,CAT-Solv-47,42,DMSO
32608,CS(C)=O,-0.4086927946550427,XGBoost,CAT-Solv-47,42,DMSO
32609,CS(C)=O,-0.3350086011978497,XGBoost,CAT-Solv-47,42,DMSO
32610,CS(C)=O,-0.3268806865709239,XGBoost,CAT-Solv-47,42,DMSO
32611,CS(C)=O,-0.252177634129764,XGBoost,CAT-Solv-47,42,DMSO
32612,CS(C)=O,-0.2532296385851868,XGBoost,CAT-Solv-47,42,DMSO
32613,CS(C)=O,-0.1781355855877308,XGBoost,CAT-Solv-47,42,DMSO
32614,CS(C)=O,-0.1993050995940115,XGBoost,CAT-Solv-47,42,DMSO
32615,OCCO,-1.8930591726925488,XGBoost,CAT-Solv-47,42,Ethylene glycol
32616,OCCO,-1.8152023446157832,XGBoost,CAT-Solv-47,42,Ethylene glycol
32617,OCCO,-1.7371686505759625,XGBoost,CAT-Solv-47,42,Ethylene glycol
32618,OCCO,-1.6721461984339103,XGBoost,CAT-Solv-47,42,Ethylene glycol
32619,OCCO,-1.606512416959405,XGBoost,CAT-Solv-47,42,Ethylene glycol
32960,CS(C)=O,-0.6127405615233579,XGBoost,CAT-Solv-47,42,DMSO
32961,CS(C)=O,-0.620559925000271,XGBoost,CAT-Solv-47,42,DMSO
32962,CS(C)=O,-0.5823249742347638,XGBoost,CAT-Solv-47,42,DMSO
32963,CS(C)=O,-0.5871598873041282,XGBoost,CAT-Solv-47,42,DMSO
32964,CS(C)=O,-0.5474142757370334,XGBoost,CAT-Solv-47,42,DMSO
32965,CS(C)=O,-0.5518677036235995,XGBoost,CAT-Solv-47,42,DMSO
32966,CS(C)=O,-0.5194339194012989,XGBoost,CAT-Solv-47,42,DMSO
32967,CS(C)=O,-0.5236005810775703,XGBoost,CAT-Solv-47,42,DMSO
32968,CS(C)=O,-0.489412795829653,XGBoost,CAT-Solv-47,42,DMSO
32969,CS(C)=O,-0.4913495990731203,XGBoost,CAT-Solv-47,42,DMSO
32970,OCCO,-0.8555134246631567,XGBoost,CAT-Solv-47,42,Ethylene glycol
32971,OCCO,-0.811264784634249,XGBoost,CAT-Solv-47,42,Ethylene glycol
32972,OCCO,-0.7713152308096489,XGBoost,CAT-Solv-47,42,Ethylene glycol
32973,OCCO,-0.7260234577649719,XGBoost,CAT-Solv-47,42,Ethylene glycol
32974,OCCO,-0.6799166795074103,XGBoost,CAT-Solv-47,42,Ethylene glycol
32985,C1CCCCC1,-2.960336618971378,XGBoost,CAT-Solv-47,42,Cyclohexane
32986,C1CCCCC1,-2.8351812696232885,XGBoost,CAT-Solv-47,42,Cyclohexane
32987,C1CCCCC1,-2.7261728185245553,XGBoost,CAT-Solv-47,42,Cyclohexane
32988,C1CCCCC1,-2.481141531846008,XGBoost,CAT-Solv-47,42,Cyclohexane
32989,C1CCCCC1,-2.313734641274831,XGBoost,CAT-Solv-47,42,Cyclohexane
32990,C1CCCCC1,-2.191414753171895,XGBoost,CAT-Solv-47,42,Cyclohexane
32991,C1CCCCC1,-2.062703591825413,XGBoost,CAT-Solv-47,42,Cyclohexane
32992,C1CCCCC1,-1.9320670772888855,XGBoost,CAT-Solv-47,42,Cyclohexane
32993,C1CCCCC1,-1.7706927289223815,XGBoost,CAT-Solv-47,42,Cyclohexane
33117,CS(C)=O,-0.7404225138890344,XGBoost,CAT-Solv-47,42,DMSO
33118,CS(C)=O,-0.7322101008427585,XGBoost,CAT-Solv-47,42,DMSO
33119,CS(C)=O,-0.7342200490259259,XGBoost,CAT-Solv-47,42,DMSO
33120,CS(C)=O,-0.7328976909384187,XGBoost,CAT-Solv-47,42,DMSO
33121,CS(C)=O,-0.7058598220870789,XGBoost,CAT-Solv-47,42,DMSO
33122,CS(C)=O,-0.6747709835290748,XGBoost,CAT-Solv-47,42,DMSO
33475,CS(C)=O,0.3564934215060673,XGBoost,CAT-Solv-47,42,DMSO
33476,CS(C)=O,0.4310111695309984,XGBoost,CAT-Solv-47,42,DMSO
33477,CS(C)=O,0.5041151242635588,XGBoost,CAT-Solv-47,42,DMSO
33478,CS(C)=O,0.5762169882781643,XGBoost,CAT-Solv-47,42,DMSO
33479,CS(C)=O,0.6452888772347024,XGBoost,CAT-Solv-47,42,DMSO
33480,CS(C)=O,0.714219793803934,XGBoost,CAT-Solv-47,42,DMSO
33481,CS(C)=O,0.7814850817719147,XGBoost,CAT-Solv-47,42,DMSO
33482,CS(C)=O,0.8488356386596396,XGBoost,CAT-Solv-47,42,DMSO
33483,CS(C)=O,0.9162009032469888,XGBoost,CAT-Solv-47,42,DMSO
33484,CS(C)=O,0.9845290540436392,XGBoost,CAT-Solv-47,42,DMSO
33594,CS(C)=O,0.3831409667329168,XGBoost,CAT-Solv-47,42,DMSO
33595,CS(C)=O,0.3865947837805211,XGBoost,CAT-Solv-47,42,DMSO
33596,CS(C)=O,0.3880484608023338,XGBoost,CAT-Solv-47,42,DMSO
33597,CS(C)=O,0.3914640858160361,XGBoost,CAT-Solv-47,42,DMSO
33598,CS(C)=O,0.396229539979539,XGBoost,CAT-Solv-47,42,DMSO
33599,CS(C)=O,0.3995898247783722,XGBoost,CAT-Solv-47,42,DMSO
33600,CS(C)=O,0.404232507894029,XGBoost,CAT-Solv-47,42,DMSO
33601,CS(C)=O,0.4075396704022363,XGBoost,CAT-Solv-47,42,DMSO
33602,CS(C)=O,0.4120989273263004,XGBoost,CAT-Solv-47,42,DMSO
33603,CS(C)=O,0.4153550603940665,XGBoost,CAT-Solv-47,42,DMSO
33604,OCCO,-0.9742069630787034,XGBoost,CAT-Solv-47,42,Ethylene glycol
33605,OCCO,-0.977178833232269,XGBoost,CAT-Solv-47,42,Ethylene glycol
33606,OCCO,-0.9246021649606354,XGBoost,CAT-Solv-47,42,Ethylene glycol
33607,OCCO,-0.926584873417653,XGBoost,CAT-Solv-47,42,Ethylene glycol
33608,OCCO,-0.872075690482341,XGBoost,CAT-Solv-47,42,Ethylene glycol
33609,OCCO,-0.8732441074474878,XGBoost,CAT-Solv-47,42,Ethylene glycol
33610,OCCO,-0.8197025848413848,XGBoost,CAT-Solv-47,42,Ethylene glycol
33611,OCCO,-0.8222927623610061,XGBoost,CAT-Solv-47,42,Ethylene glycol
33612,OCCO,-0.7759842159353999,XGBoost,CAT-Solv-47,42,Ethylene glycol
33613,OCCO,-0.7787914974437071,XGBoost,CAT-Solv-47,42,Ethylene glycol
33659,CS(C)=O,-0.1087948364317473,XGBoost,CAT-Solv-47,42,DMSO
33660,CS(C)=O,-0.0894723868982641,XGBoost,CAT-Solv-47,42,DMSO
33661,CS(C)=O,-0.0678611516598274,XGBoost,CAT-Solv-47,42,DMSO
33662,CS(C)=O,-0.0450692608285251,XGBoost,CAT-Solv-47,42,DMSO
33663,CS(C)=O,-0.0213129553194615,XGBoost,CAT-Solv-47,42,DMSO
33664,OCCO,-0.4226212551613989,XGBoost,CAT-Solv-47,42,Ethylene glycol
33665,OCCO,-0.399001561143555,XGBoost,CAT-Solv-47,42,Ethylene glycol
33666,OCCO,-0.3690578144794507,XGBoost,CAT-Solv-47,42,Ethylene glycol
33667,OCCO,-0.3393638905333677,XGBoost,CAT-Solv-47,42,Ethylene glycol
33668,OCCO,-0.3083478034367815,XGBoost,CAT-Solv-47,42,Ethylene glycol
33757,OCCO,-0.8304636565842825,XGBoost,CAT-Solv-47,42,Ethylene glycol
33758,OCCO,-0.7625774797358157,XGBoost,CAT-Solv-47,42,Ethylene glycol
33759,OCCO,-0.6882533361181278,XGBoost,CAT-Solv-47,42,Ethylene glycol
33760,OCCO,-0.6484338031887874,XGBoost,CAT-Solv-47,42,Ethylene glycol
33761,OCCO,-0.5785663266146647,XGBoost,CAT-Solv-47,42,Ethylene glycol
33762,OCCO,-0.512770995431204,XGBoost,CAT-Solv-47,42,Ethylene glycol
33763,OCCO,-0.4345213856591983,XGBoost,CAT-Solv-47,42,Ethylene glycol
33764,OCCO,-0.3723862460893904,XGBoost,CAT-Solv-47,42,Ethylene glycol
33765,OCCO,-0.3128605631830707,XGBoost,CAT-Solv-47,42,Ethylene glycol
34028,C1CCCCC1,-2.9043374322275555,XGBoost,CAT-Solv-47,42,Cyclohexane
34029,C1CCCCC1,-2.637115516964867,XGBoost,CAT-Solv-47,42,Cyclohexane
34030,C1CCCCC1,-2.3783261312003856,XGBoost,CAT-Solv-47,42,Cyclohexane
34031,C1CCCCC1,-2.1256274944134854,XGBoost,CAT-Solv-47,42,Cyclohexane
34032,C1CCCCC1,-1.8505874312741328,XGBoost,CAT-Solv-47,42,Cyclohexane
34033,C1CCCCC1,-1.6382238382898895,XGBoost,CAT-Solv-47,42,Cyclohexane
34034,C1CCCCC1,-1.418681911463143,XGBoost,CAT-Solv-47,42,Cyclohexane
34035,C1CCCCC1,-1.2173368587474522,XGBoost,CAT-Solv-47,42,Cyclohexane
34036,C1CCCCC1,-1.003049117445424,XGBoost,CAT-Solv-47,42,Cyclohexane
34932,CN1CCCC1=O,0.5608100421524211,XGBoost,CAT-Solv-47,42,NMP
34933,CN1CCCC1=O,0.593600800151125,XGBoost,CAT-Solv-47,42,NMP
34934,CN1CCCC1=O,0.6251657183076919,XGBoost,CAT-Solv-47,42,NMP
34935,CN1CCCC1=O,0.6564474683416326,XGBoost,CAT-Solv-47,42,NMP
34936,CN1CCCC1=O,0.6906175622279888,XGBoost,CAT-Solv-47,42,NMP
34937,CN1CCCC1=O,0.7248520704612926,XGBoost,CAT-Solv-47,42,NMP
34938,CN1CCCC1=O,0.7609975083676462,XGBoost,CAT-Solv-47,42,NMP
34939,CN1CCCC1=O,0.7982122402272701,XGBoost,CAT-Solv-47,42,NMP
34940,CN1CCCC1=O,0.8364411849171186,XGBoost,CAT-Solv-47,42,NMP
34941,CN1CCCC1=O,0.8765891289949844,XGBoost,CAT-Solv-47,42,NMP
34952,CS(C)=O,0.6359155258445176,XGBoost,CAT-Solv-47,42,DMSO
34953,CS(C)=O,0.6664025967305238,XGBoost,CAT-Solv-47,42,DMSO
34954,CS(C)=O,0.6997413507555235,XGBoost,CAT-Solv-47,42,DMSO
34955,CS(C)=O,0.734974166287386,XGBoost,CAT-Solv-47,42,DMSO
34956,CS(C)=O,0.7731942684337938,XGBoost,CAT-Solv-47,42,DMSO
34957,CS(C)=O,0.813189918500286,XGBoost,CAT-Solv-47,42,DMSO
34958,CS(C)=O,0.8558105963297148,XGBoost,CAT-Solv-47,42,DMSO
34959,OCCO,-1.511025655486517,XGBoost,CAT-Solv-47,42,Ethylene glycol
