Temperature_K,LogS
333.15,-1.607213426118159
288.15,-1.978917918729236
293.15,-1.9391207029727584
298.15,-1.9088543829728184
303.15,-1.8685935916962744
308.15,-1.8220361203708648
313.15,-1.761113428394883
318.15,-1.6877839798070315
323.15,-1.6091519924218864
328.15,-1.554850745798558
283.15,-1.768341400772721
288.15,-1.7231816607216783
293.15,-1.6565271717544665
298.15,-1.5981507044409138
303.15,-1.504837136492169
308.15,-1.4502353958650347
313.15,-1.3559786924553696
318.15,-1.3046151903559131
323.15,-1.2209978449831076
328.15,-1.1426875871673663
333.15,-1.0682630067244945
278.15,-1.6163319156543827
282.15,-1.5439949543530944
283.15,-1.5567612371283814
286.15,-1.4643535033222632
288.15,-1.483442239193995
290.15,-1.3962972454749014
293.15,-1.3591076878467327
293.15,-1.4301756418541949
297.15,-1.286610803391476
298.15,-1.3434371329208328
302.15,-1.2058711580220087
303.15,-1.2691166156421692
307.15,-1.1341016647263258
308.15,-1.182816937390408
311.15,-1.0765471052305864
313.15,-1.117319985208674
315.15,-1.0183514165536518
318.15,-1.056892338752182
319.15,-0.9559999439325956
323.15,-0.9863069421033588
328.15,-0.9281962282630534
333.15,-0.8575587466518314
283.15,-1.5799462971729088
288.15,-1.5554428374950906
293.15,-1.5135044936683009
298.15,-1.4815046188028107
303.15,-1.3997708630692751
308.15,-1.3319590415579208
313.15,-1.2479192886204362
318.15,-1.1674035230464754
323.15,-1.109099538521897
328.15,-1.059118824214114
333.15,-0.9713691188981982
283.15,-1.913187534761548
288.15,-1.80833663527012
293.15,-1.685957411687932
298.15,-1.62683399781292
303.15,-1.5490316298210531
308.15,-1.4698884739581497
313.15,-1.4218851649795416
318.15,-1.3575692889207558
323.15,-1.3097295615296594
328.15,-1.235885565619729
333.15,-1.152425115761332
278.15,-1.796578019521652
282.15,-1.724206314601531
283.15,-1.660925534266136
286.15,-1.650853710714859
288.15,-1.6402304594569084
290.15,-1.5928098206463148
293.15,-1.5397399003294636
293.15,-1.5976157268106757
297.15,-1.4782391084649933
298.15,-1.5459381010781907
302.15,-1.4055488355145227
303.15,-1.4508475212756935
307.15,-1.337794479729799
308.15,-1.3629419930107518
311.15,-1.2853827830658853
313.15,-1.288309658719682
315.15,-1.232294499619664
318.15,-1.248887808282567
319.15,-1.1738139209820253
323.15,-1.189922175299044
328.15,-1.1235185051915109
333.15,-1.0348584863681682
278.15,-1.678967826762253
282.15,-1.5934669585663015
283.15,-1.595990519646199
286.15,-1.5300579931668057
288.15,-1.5249766693557718
290.15,-1.456985954483106
293.15,-1.412601466256434
293.15,-1.455075694531115
297.15,-1.3494068037235851
298.15,-1.374090868381935
302.15,-1.2747088077601632
303.15,-1.3322735999634745
307.15,-1.201131116868223
308.15,-1.238298666695772
311.15,-1.1463112229723649
313.15,-1.15112481290656
315.15,-1.0856873690838122
318.15,-1.093008039580132
319.15,-1.0207014977794344
323.15,-1.0242372368707493
328.15,-0.945245003160492
333.15,-0.8817687771285043
278.15,-0.0126044370702691
282.15,-0.0049486895002327
286.15,0.0027226452514103
290.15,0.0137771640054157
293.15,0.0180760601309793
297.15,0.0291583800812755
302.15,0.0418415080182429
307.15,0.0537757824431481
311.15,0.065133897895225
315.15,0.0788458681869889
319.15,0.0897441276783633
278.15,-1.4105942552888466
282.15,-1.3308373432587142
283.15,-1.3187260169183244
286.15,-1.2601152146751244
288.15,-1.231654614118647
290.15,-1.1997676355569324
293.15,-1.1463851996307413
293.15,-1.1541281686560132
297.15,-1.0863693912371546
298.15,-1.07004462415336
302.15,-1.0161904046555448
303.15,-0.9746646668060596
307.15,-0.9383180174717684
308.15,-0.9269273744468848
311.15,-0.8883005622716446
313.15,-0.8501599289701642
315.15,-0.818433249988207
318.15,-0.7946260310375857
319.15,-0.7560538693883934
323.15,-0.7376183959513857
328.15,-0.6728307385519423
333.15,-0.6311087023439711
278.15,-1.019636170986017
282.15,-0.9383299553889486
283.15,-0.9534081333379976
286.15,-0.8611983493573991
288.15,-0.8792165280450933
290.15,-0.810904882398483
293.15,-0.7482837152146368
293.15,-0.8067028667210719
297.15,-0.6817629539488286
298.15,-0.7334206751100657
302.15,-0.6000910767480624
303.15,-0.6298350527655677
307.15,-0.5242820664237593
308.15,-0.5742919567943906
311.15,-0.469082951071155
313.15,-0.5206580508588388
315.15,-0.4051251142089706
318.15,-0.4545752911868921
319.15,-0.3391473120073758
323.15,-0.3860068388405429
328.15,-0.3168725005095728
333.15,-0.2637263661921287
283.15,-0.6632265516561063
288.15,-0.58805207993793
293.15,-0.5192478757117085
298.15,-0.4497967943015477
303.15,-0.3647340365410588
308.15,-0.3151221023003031
313.15,-0.2453717428075479
318.15,-0.1822371013527451
323.15,-0.1097742131243359
328.15,-0.0424335766639106
333.15,0.0229957519675257
283.15,-2.1827211321793163
288.13,-2.0639838974842473
293.15,-1.9460614267135692
298.15,-1.8287542673616248
303.15,-1.7122821680459668
308.15,-1.5965897695919182
313.15,-1.4820101227635007
318.15,-1.3679565026975469
283.15,-2.046166600125624
288.13,-1.9373654204538195
293.15,-1.8292223860127312
298.15,-1.7209347824858334
303.15,-1.6129688355306615
308.15,-1.50570721605613
313.15,-1.398714517578708
318.15,-1.2922675806125896
283.15,-1.8823711510053864
288.13,-1.7696837518983557
293.15,-1.6586027847948477
298.15,-1.548258568659734
303.15,-1.4392658739019455
308.15,-1.3313716836510832
313.15,-1.2244162590873702
318.15,-1.1186372957141146
283.15,-1.4895962700819676
288.13,-1.3638766847365291
293.15,-1.240478392675258
298.15,-1.1151619475554642
303.15,-0.9918146322641452
308.15,-0.869268828959023
313.15,-0.7473859691071065
318.15,-0.6261860185559562
283.15,-2.348318121163843
288.15,-2.2940426368058
293.15,-2.2405885551119504
298.15,-2.1871982425518715
303.15,-2.1349264530431142
308.15,-2.0829479556859676
313.15,-2.0315805322883183
318.15,-1.9810708338139669
293.15,-0.7624201968847741
303.15,-0.6441940750607089
308.15,-0.5899382117906143
313.15,-0.5370901181951235
323.15,-0.4190807087771791
293.15,-1.1503912231136106
303.15,-1.056335437689356
308.15,-1.0145376183327626
313.15,-0.9726865643511372
323.15,-0.9059044088522386
278.15,-0.4085926990717166
288.15,-0.3568836772456425
298.15,-0.2973542078935052
308.15,-0.2419707371267945
318.15,-0.1610979123179413
298.15,-2.0301939662017756
303.15,-1.9973114437922723
308.15,-1.9497233259786124
313.15,-1.8929235094328891
293.15,-1.468824148764516
303.15,-1.3772645083978126
308.15,-1.2704671160501764
313.15,-1.1523685832875952
323.15,-0.9917465054547638
293.15,-1.2896630661807251
303.15,-1.1556906962336573
308.15,-1.086651035910956
313.15,-0.9901224206926228
323.15,-0.8352259747004325
293.15,-1.449945994231357
303.15,-1.3052492563340947
308.15,-1.2296936949162451
313.15,-1.1453787976262093
323.15,-1.0060720101964993
278.15,-0.7510312190062812
283.15,-0.7142312452190913
288.15,-0.6748103269754657
293.15,-0.6350408397640465
298.15,-0.5960541961384339
303.15,-0.5533884173002585
308.15,-0.4989995646950779
313.15,-0.429914676257528
293.15,-0.4096250645684222
303.15,-0.2469267087308652
308.15,-0.1753497395996516
313.15,-0.123042385699262
323.15,0.0327529827413097
293.15,-0.5098467099561486
303.15,-0.3860371397103141
308.15,-0.3211056593373421
313.15,-0.2431551795106926
323.15,-0.1114623818275948
293.15,-1.539282293433647
303.15,-1.4201078662964828
308.15,-1.3398643024895909
313.15,-1.2780421590146114
323.15,-1.0863656484703337
278.15,-1.6610840338347024
278.15,-1.6688923207843127
283.15,-1.6072112593115977
288.15,-1.5406324922913608
288.15,-1.5448389037390975
293.15,-1.481636902322719
298.15,-1.401086672131043
298.15,-1.407805907387767
298.15,-1.408360284903531
303.15,-1.347886471168369
303.15,-1.3486906284222773
308.15,-1.2573657507969709
308.15,-1.266582881810414
308.15,-1.28317507701379
313.15,-1.1829622101020951
313.15,-1.1858951734307233
318.15,-1.0919507412279623
283.15,-0.9371380446750188
288.15,-0.8520173605541043
293.15,-0.7761496978934364
298.15,-0.6596162324095294
303.15,-0.5853150600253614
308.15,-0.4737009335833174
313.15,-0.3686256174000125
318.15,-0.2276282186912238
323.15,-0.1358567911233155
283.15,-0.4991683669058482
288.15,-0.4037392070853342
293.15,-0.3343471211751631
298.15,-0.2827238974741883
303.15,-0.2028331581441914
308.15,-0.1329868307810218
313.15,-0.0457201590965561
318.15,0.0679138622472872
323.15,0.1750011076881551
283.15,-0.2882309788016451
288.15,-0.2594282337713787
293.15,-0.2052143300693357
298.15,-0.154116346102902
303.15,-0.0888530788863262
308.15,-0.0231704469189951
313.15,0.0394888549152218
318.15,0.1066813272055016
323.15,0.15988264242498
283.15,-0.1790929880783622
288.15,-0.1357678292415511
293.15,-0.0774098426725293
298.15,-0.0301277420782736
303.15,0.0335703878040874
308.15,0.1059166094623408
313.15,0.1591042591289697
318.15,0.204297453570145
323.15,0.2505066398244854
283.15,0.0491714679502518
288.15,0.1143236133063619
293.15,0.1625855069233625
298.15,0.2176989377004849
303.15,0.2852105711978925
308.15,0.3500479512682068
313.15,0.3919110223877639
318.15,0.4309977050837627
323.15,0.4844218945344083
283.15,-0.8979831898017004
288.15,-0.822064063680534
293.15,-0.7379629634953851
298.15,-0.6785471723135651
303.15,-0.6159916836730187
308.15,-0.5348406601250223
313.15,-0.4739446524793673
318.15,-0.3974517768121542
323.15,-0.3101323181936026
283.15,-0.0952186844588071
288.15,-0.046872599172242
293.15,0.0276158347143965
298.15,0.0829446289871073
303.15,0.1385232404242458
308.15,0.1984049668639093
313.15,0.2517908300020735
318.15,0.3079230427140809
323.15,0.3491878953028617
283.15,-0.2948830736399732
288.15,-0.2707226117398822
293.15,-0.2130215733893302
298.15,-0.1627173284119975
303.15,-0.0957354782013647
308.15,-0.037127149652325
313.15,0.0304322826583502
318.15,0.0909487656464003
323.15,0.1541726478126455
283.15,-1.5645334231427457
288.15,-1.533831426475777
293.15,-1.4985286615062086
298.15,-1.4628424011091066
303.15,-1.4206248196843008
308.15,-1.3665460007477594
313.15,-1.3113726607515157
318.15,-1.2414978847045042
323.15,-1.180313782123095
283.15,-0.1275486120877869
288.15,-0.0782206666675816
293.15,-0.0316524272811998
298.15,0.0149520070495376
303.15,0.0713978987006063
308.15,0.1429281981019937
313.15,0.1944444755945017
318.15,0.2500027987475444
323.15,0.2963038361590974
283.15,-1.5759606583837704
288.15,-1.5092706662677826
293.15,-1.4345738008654263
298.15,-1.366767408213818
303.15,-1.3169208806693526
308.15,-1.2585415944418816
313.15,-1.190328576491502
318.15,-1.1102649145630292
323.15,-1.0360480541223216
283.15,0.1033250012662199
288.15,0.1429658752018592
293.15,0.1913401557373782
298.15,0.2521011844486963
303.15,0.3077192331759027
308.15,0.3760902278081708
313.15,0.4231833934748412
318.15,0.473397171906851
323.15,0.5454115425031528
283.15,-1.345932707358273
288.15,-1.2688762516716092
293.15,-1.195578984438515
298.15,-1.1343863112793435
303.15,-1.086407830623816
308.15,-1.0190002534715312
313.15,-0.9464928657949222
318.15,-0.8823667434725228
323.15,-0.8097384622496504
283.15,0.3352375127335838
288.15,0.399601042707118
293.15,0.4394369397263483
298.15,0.4981509150140368
303.15,0.552453597358048
308.15,0.6197143396399097
313.15,0.667255794898049
318.15,0.7096439070812585
323.15,0.7815240649823089
283.15,-1.570192669881123
288.15,-1.504282174374845
293.15,-1.4204569619892662
298.15,-1.3508736785759743
303.15,-1.2770382940305505
308.15,-1.1959504417830369
313.15,-1.1085157046915477
318.15,-1.0104437184729314
323.15,-0.9254202949276428
283.15,-1.129101881981807
288.15,-1.0452500823726207
293.15,-0.960692512437502
298.15,-0.8994679662283571
303.15,-0.8439037489672124
308.15,-0.7739367127237742
313.15,-0.6954398774231603
318.15,-0.6138595882653549
323.15,-0.5234405584135091
283.15,-3.2470481120037933
288.15,-3.005547949546641
293.15,-2.9267875080133905
298.15,-2.808497691498509
303.15,-2.665596310354699
308.15,-2.5899644581708654
313.15,-2.496832302634923
283.15,-3.0059879285442537
288.15,-2.9422504199005166
293.15,-2.8131032500913142
298.15,-2.655798749522072
303.15,-2.49599159015581
308.15,-2.369696831444047
313.15,-2.289167338124338
283.15,-2.541443453099147
288.15,-2.4155696095072456
293.15,-2.3821086694732743
298.15,-2.3400500993560134
303.15,-2.2751330694848484
308.15,-2.239148598421696
313.15,-2.193468440392796
283.15,-1.8000641264255477
288.15,-1.7595735634720115
293.15,-1.699775229612808
298.15,-1.6521134000340247
303.15,-1.5744195717308522
308.15,-1.4821793190778136
313.15,-1.4225342955220288
283.15,0.09330172741184
288.15,0.1265610480417802
293.15,0.1654866826588
298.15,0.2019357016854331
303.15,0.2350997325852434
308.15,0.2670851386228645
313.15,0.2931139053414309
283.15,-1.8609681054545248
288.15,-1.8073671521303696
293.15,-1.6614242149086624
298.15,-1.572590869330297
303.15,-1.5137319702894043
308.15,-1.4320940288152553
313.15,-1.3342874011640404
318.15,-1.2647390123754876
323.15,-1.211970622286605
283.15,-1.2981237063188626
288.15,-1.2236335623417522
293.15,-1.1440655405186844
298.15,-1.0738709338383363
303.15,-1.0033582172087312
308.15,-0.9245047424959936
313.15,-0.8506795681624852
318.15,-0.785002491183678
323.15,-0.7162851340947302
283.15,-0.7854447979462986
288.15,-0.7110148290828237
293.15,-0.6435014855668417
298.15,-0.5744777119700046
303.15,-0.5063736873881471
308.15,-0.4412561845172647
313.15,-0.3837286598739821
318.15,-0.3296886489435925
323.15,-0.2786728530955354
283.15,-0.622877227402293
288.15,-0.5587721634167728
293.15,-0.4973644806944637
298.15,-0.435524086229467
303.15,-0.3796633010780066
308.15,-0.3261505480747315
313.15,-0.2679894872167426
318.15,-0.208441033123065
323.15,-0.1538055347841043
283.15,-0.7021763459724946
288.15,-0.6365837037582566
293.15,-0.5704520129558768
298.15,-0.507967364932752
303.15,-0.4421121123261449
308.15,-0.3854116223559701
313.15,-0.3308031699624512
318.15,-0.2791395310692295
323.15,-0.2207694304287371
283.15,-0.7196760858543358
288.15,-0.6678955567954266
293.15,-0.607769567521042
298.15,-0.5468299379701385
303.15,-0.4894933506504498
308.15,-0.4329780369044199
313.15,-0.374014575368448
318.15,-0.3204979589859162
323.15,-0.2626402463842173
283.15,-2.115015097546172
288.15,-2.028804395714622
293.15,-1.9610490737125108
298.15,-1.8889340478525432
303.15,-1.816416997840676
308.15,-1.7444998261216629
313.15,-1.6738177388171531
318.15,-1.596148874072422
323.15,-1.5238174057356104
283.15,-0.5684897245426869
288.15,-0.5140055748099019
293.15,-0.4622508438131437
298.15,-0.4073237526404822
303.15,-0.3462523205984997
308.15,-0.288190433805973
313.15,-0.2363350116341508
318.15,-0.1845995421759562
323.15,-0.1294761691199869
283.15,-1.9734380375812743
288.15,-1.882265645521089
293.15,-1.8137875000763728
298.15,-1.741043299120886
303.15,-1.679970814996937
308.15,-1.6125942840055791
313.15,-1.5538721595898357
318.15,-1.488001669723524
323.15,-1.434926501825228
283.15,-0.3658835217804388
288.15,-0.3073608877534635
293.15,-0.2551011919921904
298.15,-0.2047913589824634
303.15,-0.1560273186321697
308.15,-0.0945880595777323
313.15,-0.0511710134031789
318.15,0.0005252681972845
323.15,0.0426192088056467
283.15,-1.868450656076063
288.15,-1.769799371721594
293.15,-1.6985603549739956
298.15,-1.6214313022013451
303.15,-1.5555428868954673
308.15,-1.4937777462298103
313.15,-1.3924867115040438
318.15,-1.3156412740128796
323.15,-1.2597201333163193
283.15,-0.0988389284747912
288.15,-0.0361413552405321
293.15,0.0154072743692879
298.15,0.0691196410688938
303.15,0.1209834269221031
308.15,0.1808955137767839
313.15,0.2309789670912629
318.15,0.2750259673323408
323.15,0.3297247118193896
283.15,-2.64937111920946
288.15,-2.6096355513271305
293.15,-2.5768919564219437
298.15,-2.541129617475007
303.15,-2.508538369692193
308.15,-2.476249424618112
313.15,-2.4443823424246736
318.15,-2.423705782023266
323.15,-2.402048828804012
283.15,-2.655660299829729
288.15,-2.5795270950563363
293.15,-2.500755792995375
298.15,-2.4297933373519744
303.15,-2.3782019983882376
308.15,-2.3414309339300567
313.15,-2.288835448047456
318.15,-2.2569265292244554
323.15,-2.208613585067326
283.15,-2.5020684299710454
288.15,-2.4736438074559928
293.15,-2.416605345418619
298.15,-2.349783414267967
303.15,-2.3032762248602063
308.15,-2.250121457646258
313.15,-2.20546608246117
318.15,-2.1735689304846946
323.15,-2.129168679094694
283.15,-2.365477900061224
288.15,-2.3526392945304813
293.15,-2.3235384129385173
298.15,-2.3006504540400368
303.15,-2.277325723284813
308.15,-2.2478664210384323
313.15,-2.212172703388213
318.15,-2.183928256983915
323.15,-2.1509879505904097
283.15,-2.418174000200738
288.15,-2.3644409384404703
293.15,-2.308098118608066
298.15,-2.265645106575813
303.15,-2.2241795304324214
308.15,-2.188212567029981
313.15,-2.15219832822561
318.15,-2.126645469909568
323.15,-2.0982721822549917
283.15,-3.008142828826547
288.15,-2.950971856266211
293.15,-2.8032413611899303
298.15,-2.6780724628895265
303.15,-2.5747085055145207
308.15,-2.470765349660625
313.15,-2.399205216267705
318.15,-2.3293427175602583
323.15,-2.2612224396276037
283.15,-2.2998074305555325
288.15,-2.2640753141077137
293.15,-2.236172782951857
298.15,-2.2027534284133297
303.15,-2.1806676350319973
308.15,-2.1558764691685512
313.15,-2.1310995667873502
318.15,-2.110872947156229
323.15,-2.0828361958316552
283.15,-2.9802420433727517
288.15,-2.8540492818060588
293.15,-2.7209369594204245
298.15,-2.647008029394614
303.15,-2.5633333997174237
308.15,-2.4900934759979076
313.15,-2.4436930781382435
318.15,-2.4013000122368484
323.15,-2.3741777432519413
283.15,-2.2211434388789435
288.15,-2.173852756278362
293.15,-2.102127966129047
298.15,-2.0332655843637686
303.15,-1.9795564104357115
308.15,-1.9373350934448463
313.15,-1.8900028491537757
318.15,-1.85102168813194
323.15,-1.8095525574480724
283.15,-2.7441156980806283
288.15,-2.673722814835137
293.15,-2.5962695164079026
298.15,-2.513110254101297
303.15,-2.4628023886179617
308.15,-2.4100925180449027
313.15,-2.36631591292861
318.15,-2.312071315159226
323.15,-2.2695256697136403
283.15,-1.6134466484891257
288.15,-1.5564371648893869
293.15,-1.487709844958664
298.15,-1.4354060770325954
303.15,-1.366440696725469
308.15,-1.3007974237636843
313.15,-1.2313437979784696
318.15,-1.1700008184427344
323.15,-1.1192130024715614
283.15,-0.9236076663628332
288.15,-0.8867231591879529
293.15,-0.8311932395160859
298.15,-0.7827224673903261
303.15,-0.7018435512037813
308.15,-0.6228948263284159
313.15,-0.5646531420657673
318.15,-0.4885632176923081
323.15,-0.3729487962294918
283.15,-1.234293331086222
288.15,-1.1678376376761674
293.15,-1.0789833376418234
298.15,-0.999348246647632
303.15,-0.9171255872567148
308.15,-0.8254017035049306
313.15,-0.7334212556573836
318.15,-0.6200027707716586
323.15,-0.5017481565405255
283.15,0.2122823524931242
288.15,0.2542463325152105
293.15,0.317223895865908
298.15,0.3292562580687348
303.15,0.3576099894446299
308.15,0.3788521260755284
313.15,0.4215546108842287
318.15,0.4607994952215387
323.15,0.505334459355335
283.15,-0.4578748783316134
288.15,-0.4224428362514429
293.15,-0.3281756097136977
298.15,-0.3179151717111866
303.15,-0.2621895041475267
308.15,-0.2127888721492344
313.15,-0.2145535921772337
318.15,-0.1394049503427631
323.15,-0.1067586293018028
283.15,-0.4034618587004236
288.15,-0.3692713054625803
293.15,-0.2746032112587744
298.15,-0.2267069877797164
303.15,-0.1652804744666041
308.15,-0.1068116969837738
313.15,-0.0489922191350926
318.15,-0.0070595035566599
323.15,0.0537235935024016
283.15,0.0435317101826236
288.15,0.1355663898598333
293.15,0.1847868903873205
298.15,0.2115854873397579
303.15,0.2540146861551677
308.15,0.2991544856935658
313.15,0.3457333728344516
318.15,0.3813632229856567
323.15,0.417539445251352
283.15,-0.0192930376475308
288.15,0.0259769834302253
293.15,0.0662112820464911
298.15,0.0943443131602019
303.15,0.1367914017047743
308.15,0.1850681238052144
313.15,0.228757023658418
318.15,0.2574056975377655
323.15,0.2989041813458304
283.15,-1.9806037689716072
288.15,-1.8643821209404492
293.15,-1.7883102541321825
298.15,-1.720414915232211
303.15,-1.6470275212268377
308.15,-1.5811638772103174
313.15,-1.538785318213235
318.15,-1.514166246111941
323.15,-1.494035986540534
283.15,-0.2106850504754618
288.15,-0.170557295306125
293.15,-0.1177101544402779
298.15,-0.0770586462544599
303.15,-0.0328009966074588
308.15,0.0231638981119067
313.15,0.0309876183857137
318.15,0.0635300740419371
323.15,0.1085116102693999
283.15,-1.8427501463040703
288.15,-1.790334437191751
293.15,-1.694838982204138
298.15,-1.6455758244775176
303.15,-1.6042884899533891
308.15,-1.5034431215291786
313.15,-1.4576562000404725
318.15,-1.365726752174308
323.15,-1.3450339313571142
283.15,-1.399400614630902
288.15,-1.3709570528443955
293.15,-1.3101187747681862
298.15,-1.2860698363242962
303.15,-1.2326557526708477
308.15,-1.1806080598648263
313.15,-1.1359342100252112
318.15,-1.0729353473734686
323.15,-0.9936438797159294
283.15,-1.862457059366955
288.15,-1.837095882429087
293.15,-1.8227217613562765
298.15,-1.7513020397594992
303.15,-1.5805036712786624
308.15,-1.505927212025002
313.15,-1.4482206298615423
318.15,-1.3661476661238738
323.15,-1.3343016008703723
283.15,-1.2150942018989417
288.15,-1.1645244517062023
293.15,-1.1035448335018576
298.15,-1.0402141296451228
303.15,-0.9724824407893862
308.15,-0.9063739435099586
313.15,-0.8475851230582477
318.15,-0.767565219612415
323.15,-0.701470788433044
283.15,-0.3098896527062607
288.15,-0.2812746238484996
293.15,-0.1899277577082276
298.15,-0.062942951083876
303.15,0.07496402107133
308.15,0.2201714881301127
313.15,0.4236880901747293
318.15,0.6336335479969999
323.15,0.8117320171008037
288.15,-0.4033373364008898
293.15,-0.3541933147559522
298.15,-0.2831991046481387
303.15,-0.2183342101453528
308.15,-0.1324401680660053
313.15,-0.0554513708460068
318.15,-0.0004255376182808
323.15,0.0612094918142209
328.15,0.1411732866315194
283.15,-1.4035758332684054
288.15,-1.3002950037180971
293.15,-1.1720168833501097
298.15,-1.054219414571949
303.15,-0.982939259073734
308.15,-0.9016238408409714
313.15,-0.8299240589353144
318.15,-0.7728743878676173
323.15,-0.7122862431344774
283.15,-0.845980488776807
288.15,-0.7336425068146896
293.15,-0.6461807520467487
298.15,-0.5689580847190892
303.15,-0.4854539596914035
308.15,-0.4102786853909084
313.15,-0.3417070795463286
318.15,-0.2742085534584721
323.15,-0.2257405806402591
283.15,-0.4135924191837131
288.15,-0.3490533447229147
293.15,-0.2772972003916548
298.15,-0.1896228927175465
303.15,-0.129525958401996
308.15,-0.04688498015402
313.15,0.0108640767160505
318.15,0.0756384953440518
323.15,0.1286807911028913
283.15,-0.2584343858331663
288.15,-0.1789580108819771
293.15,-0.1118039336767584
298.15,-0.0352694389271955
303.15,0.0400466789240929
308.15,0.1097444548365066
313.15,0.1726338692413634
318.15,0.2372836068389205
323.15,0.2930081226085
283.15,-1.1617444233850642
288.15,-1.0721286582416356
293.15,-0.9906926331515328
298.15,-0.8994647325813803
303.15,-0.8010794052106802
308.15,-0.7074657294451846
313.15,-0.6312895377466268
318.15,-0.566307579211901
323.15,-0.490817846832899
283.15,-0.3713656078204556
288.15,-0.3093236833759236
293.15,-0.2348114454614173
298.15,-0.1628349023074477
303.15,-0.0995082655515546
308.15,-0.0369829959412877
313.15,0.0265307637259249
318.15,0.0913414424376262
323.15,0.140779433925718
283.15,-0.1968311576041417
288.15,-0.1398166419849438
293.15,-0.0691511572011217
298.15,0.0311470604941821
303.15,0.1042870183043077
308.15,0.2145490896870855
313.15,0.293196485856394
318.15,0.3658086763832554
323.15,0.4256986200736131
283.15,-1.5379458293057278
288.15,-1.4514966707094636
293.15,-1.3830393089055972
298.15,-1.3039875502363882
303.15,-1.2155099198224626
308.15,-1.1400605397289665
313.15,-1.0708779274989817
318.15,-1.0000217877431954
323.15,-0.927985381803642
283.15,-1.853772195686563
288.15,-1.778626226641925
293.15,-1.696226209833957
298.15,-1.6057427147528476
303.15,-1.5124772268043594
308.15,-1.4119053687320666
313.15,-1.3378421079091003
318.15,-1.247931093725537
323.15,-1.1528407379059862
283.15,-1.3618501580840006
288.15,-1.3004091288981805
293.15,-1.2113399054907854
298.15,-1.136503840532918
303.15,-1.0607035262526274
308.15,-0.9912035515749508
313.15,-0.9199574838966212
318.15,-0.8603792675883386
323.15,-0.8040043126883318
283.15,-0.5076404388438063
288.15,-0.4676801450027082
293.15,-0.4341250689827978
298.15,-0.3798720098177172
303.15,-0.313257672799498
308.15,-0.2529934741315383
313.15,-0.1876865731351365
318.15,-0.118450672758246
323.15,-0.0534187125523799
288.15,-2.616573477139422
293.15,-2.55507791885266
298.15,-2.4977899257812446
303.15,-2.4380251249578584
308.15,-2.3752100892322985
313.15,-2.3235107679161864
318.15,-2.2712860909693493
288.15,-4.369011432074691
293.15,-4.255919485447838
298.15,-4.108102762348512
303.15,-3.995178717323675
308.15,-3.883576066757908
313.15,-3.783527031050375
318.15,-3.6652717528209697
288.15,-1.477994800301501
293.15,-1.4159759427836027
298.15,-1.3932211857290175
303.15,-1.3377953355858505
308.15,-1.28613273385541
313.15,-1.2472274901243834
318.15,-1.1791380370225877
323.15,-1.1368769170225863
328.15,-1.1010597739085255
283.15,-2.2468846022356157
288.15,-2.1092701661196913
293.15,-2.0832911412164092
298.15,-2.011008274886478
303.15,-1.9108971102024737
308.15,-1.8241157774275645
313.15,-1.7573469080047892
318.15,-1.7052938330979246
323.15,-1.6187750175677038
293.15,-1.149827171044984
298.15,-1.071030864387044
303.15,-1.016307273640679
308.15,-0.9658258375270816
313.15,-0.9184822828306386
318.15,-0.8729200325356342
323.15,-0.8163981611781497
328.15,-0.7862449419794361
333.15,-0.724368284846343
283.15,-1.378096767351022
288.15,-1.3329115612411004
293.15,-1.2800019525259163
298.15,-1.2102134394396116
303.15,-1.1390425034899827
308.15,-1.0699276674196672
313.15,-1.0249709737460304
318.15,-0.9735515066688653
323.15,-0.9208674528477976
283.15,-1.414255456912034
288.15,-1.3032653928347369
293.15,-1.2479147824317542
298.15,-1.1863012812055445
303.15,-1.1244789574663403
308.15,-1.0537578099903142
313.15,-1.010577688741591
318.15,-0.958348581878818
323.15,-0.920920212453588
283.15,-1.1392057075152893
288.15,-1.0569120239095144
293.15,-1.027764025616993
298.15,-0.981770612764408
303.15,-0.9300814575084968
308.15,-0.8927597174527403
313.15,-0.847043484736481
318.15,-0.8100730390395134
323.15,-0.756428287183794
283.15,-1.2447741404617454
288.15,-1.1786280243902052
293.15,-1.137384949192752
298.15,-1.0614816074508224
303.15,-0.9925231372494164
308.15,-0.936955204130645
313.15,-0.8804919021874843
318.15,-0.8357521593726017
323.15,-0.7960424274041021
283.15,-1.3230621870004262
288.15,-1.286140786998348
293.15,-1.248565909818786
298.15,-1.2144302953699049
303.15,-1.1652840598617
308.15,-1.110095725825894
313.15,-1.065910468313497
318.15,-0.9788984429394214
323.15,-0.9014058710462
283.15,-1.268729615118685
288.15,-1.215510707926601
293.15,-1.1818492023159692
298.15,-1.1017265796442772
303.15,-1.0526535663158645
308.15,-0.9750666971073514
313.15,-0.9305522235360963
318.15,-0.8801990265180243
323.15,-0.8334465156221346
283.15,-1.1859207183073313
288.15,-1.1303002275655691
293.15,-1.0872988876220482
298.15,-1.027767669917736
303.15,-0.9756585451024482
308.15,-0.9303715769461736
313.15,-0.8844878595999343
318.15,-0.8271368260032659
323.15,-0.7763073497751963
283.15,-0.9909499835844312
288.15,-0.9326339476601416
293.15,-0.8878151019387365
298.15,-0.8437081414423014
303.15,-0.8026781489441085
308.15,-0.7630754741503323
313.15,-0.7135053146741593
318.15,-0.6709739861787438
323.15,-0.627231239934878
283.15,-0.821372767488006
288.15,-0.7804413642112793
293.15,-0.736323590768587
298.15,-0.6824327784167457
